Precinct,Race,LegislativeDistrict,CountyCouncil,CongressionalDistrict,CounterGroup,CounterType,SumOfCount
SEA 34-1470,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,651
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,124
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,0
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,35
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,89
SEA 34-1471,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,651
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,124
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,37
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,84
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,1
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,651
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,124
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,8
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,50
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,65
SEA 34-1471,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,1
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,651
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,124
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,24
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,99
SEA 34-1471,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,277
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,58
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,25
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,32
SEA 34-1472,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,277
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,58
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,1
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,22
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,35
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,277
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,58
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,10
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,19
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,29
SEA 34-1472,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,277
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,58
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,21
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,36
SEA 34-1472,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,386
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,84
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,2
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,23
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,59
SEA 34-1473,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,386
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,84
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,27
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,57
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,386
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,84
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,14
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,22
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,48
SEA 34-1473,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,386
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,84
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,22
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,61
SEA 34-1473,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,465
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,88
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,29
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,58
SEA 34-1474,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,465
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,88
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,1
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,28
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,59
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,465
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,88
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,9
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,30
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,49
SEA 34-1474,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,465
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,88
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,62
SEA 34-1474,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,372
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,86
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,6
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,26
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,54
SEA 34-1475,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,372
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,86
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,32
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,54
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,372
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,86
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,7
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,33
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,46
SEA 34-1475,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,372
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,86
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,6
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,23
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,57
SEA 34-1475,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,Registered Voters,583
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,Times Counted,103
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,Times Under Voted,0
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,No,41
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,Yes,62
BUR 33-0381,City of Burien Initiative Measure No. 1,33,8,7,Total,Times Over Voted,0
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,313
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,81
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,35
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,45
SEA 34-1476,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,313
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,81
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,39
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,42
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,313
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,81
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,4
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,48
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,29
SEA 34-1476,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,313
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,81
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,2
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,31
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,48
SEA 34-1476,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,367
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,88
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,4
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,29
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,55
SEA 34-1477,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,367
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,88
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,4
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,36
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,48
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,367
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,88
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,8
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,34
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,45
SEA 34-1477,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,1
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,367
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,88
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,4
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,59
SEA 34-1477,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,275
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,78
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,4
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,27
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,47
SEA 34-1478,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,275
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,78
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,35
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,43
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,275
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,78
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,13
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,40
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,25
SEA 34-1478,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,275
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,78
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,4
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,49
SEA 34-1478,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,339
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,88
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,0
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,27
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,61
SEA 34-1479,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,339
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,88
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,3
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,30
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,55
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,339
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,88
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,10
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,37
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,41
SEA 34-1479,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,339
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,88
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,24
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,63
SEA 34-1479,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,706
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,151
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,7
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,42
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,102
SEA 34-1480,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,706
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,151
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,1
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,56
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,94
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,706
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,151
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,16
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,56
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,77
SEA 34-1480,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,2
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,706
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,151
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,7
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,29
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,115
SEA 34-1480,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,591
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,114
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,30
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,83
SEA 34-1481,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,591
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,114
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,34
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,78
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,591
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,114
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,12
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,37
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,64
SEA 34-1481,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,1
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,591
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,114
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,30
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,83
SEA 34-1481,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,451
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,72
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,19
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,52
SEA 34-1482,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,451
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,72
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,21
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,49
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,451
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,72
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,5
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,30
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,37
SEA 34-1482,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,451
